Region	idx1	idx2	group
Brain-Left-SensoryMotorCortex-LPostcentral	16	16	41
Brain-Left-SensoryMotorCortex-LPrecentral	54	54	41
Brain-Left-SubcTemporal-LAmygVol	81	81	41
Brain-Left-TemporalLobe-LBanksSTS	18	18	41
Brain-Left-TemporalLobe-LEntCtx	82	82	41
Brain-Left-TemporalLobe-LFusiform	19	19	41
Brain-Left-TemporalLobe-LInfTemporal	20	20	41
Brain-Left-TemporalLobe-LLingual	21	21	41
Brain-Left-TemporalLobe-LMidTemporal	22	22	41
Brain-Left-TemporalLobe-LParahipp	83	83	41
Brain-Left-TemporalLobe-LTemporalPole	84	84	41
Brain-Left-TemporalLobe-LTransvTemporal	62	62	41
Brain-Right-CerebralCortex-RCerebCtx	24	24	41
Brain-Right-FrontalLobe-RCaudMidFrontal	25	25	41
Brain-Right-FrontalLobe-RLatOrbFrontal	57	57	41
Brain-Right-FrontalLobe-RMedOrbFrontal	67	67	41
Brain-Right-FrontalLobe-RParsOper	58	58	41
Brain-Right-FrontalLobe-RParsTriang	59	59	41
Brain-Right-FrontalLobe-RRostMidFrontal	26	26	41
Brain-Right-FrontalLobe-RSupFrontal	27	27	41
Brain-Right-ParietalLobe-RInfParietal	29	29	41
Brain-Right-ParietalLobe-RPrecuneus	30	30	41
Brain-Right-ParietalLobe-RSupramarg	32	32	41
Brain-Right-SensoryMotorCortex-RPrecentral	60	60	41
Brain-Right-TemporalLobe-RBanksSTS	34	34	41
Brain-Right-TemporalLobe-REntCtx	86	86	41
Brain-Right-TemporalLobe-RFusiform	35	35	41
Brain-Right-TemporalLobe-RInfTemporal	36	36	41
Brain-Right-TemporalLobe-RMidTemporal	37	37	41
Brain-Right-TemporalLobe-RSupTemporal	38	38	41
Brain-Right-TemporalLobe-RTemporalPole	87	87	41
Brain-Left-TemporalLobe-LTemporalPole	84	84	42
Brain-Left-SubcTemporal-LAmygVol	81	81	42
Brain-Left-SubcTemporal-LHippVol	17	17	42
Brain-Left-TemporalLobe-LEntCtx	82	82	42
Brain-Left-TemporalLobe-LFusiform	19	19	42
Brain-Left-TemporalLobe-LInfTemporal	20	20	42
Brain-Left-TemporalLobe-LMidTemporal	22	22	42
Brain-Left-TemporalLobe-LSupTemporal	23	23	42
Brain-Right-TemporalLobe-REntCtx	86	86	42
Brain-Right-TemporalLobe-RInfTemporal	36	36	42
Brain-Right-TemporalLobe-RMidTemporal	37	37	42
Brain-Right-TemporalLobe-RSupTemporal	38	38	42
Brain-Right-TemporalLobe-RTemporalPole	87	87	42
Brain-Left-TemporalLobe-LTransvTemporal	62	62	43
Brain-Left-FrontalLobe-LCaudMidFrontal	8	8	43
Brain-Left-FrontalLobe-LParsOper	50	50	43
Brain-Left-FrontalLobe-LSupFrontal	10	10	43
Brain-Left-ParietalLobe-LSupramarg	15	15	43
Brain-Left-SensoryMotorCortex-LPostcentral	16	16	43
Brain-Left-SensoryMotorCortex-LPrecentral	54	54	43
Brain-Left-TemporalLobe-LSupTemporal	23	23	43
Brain-Right-FrontalLobe-RSupFrontal	27	27	43
Brain-Right-ParietalLobe-RSupramarg	32	32	43
Brain-Right-SensoryMotorCortex-RPrecentral	60	60	43
Brain-Right-TemporalLobe-RSupTemporal	38	38	43
Brain-Right-TemporalLobe-RTransvTemporal	74	74	43
Brain-Left-Ventricles-LInfLatVent	88	88	44
Brain-Left-SubcTemporal-LHippVol	17	17	44
Brain-Left-TemporalLobe-LEntCtx	82	82	44
Brain-Left-TemporalLobe-LFusiform	19	19	44
Brain-Left-TemporalLobe-LInfTemporal	20	20	44
Brain-Left-TemporalLobe-LMidTemporal	22	22	44
Brain-Left-Ventricles-LLatVent	40	40	44
Brain-Right-SubcTemporal-RHippVol	33	33	44
Brain-Right-Ventricles-RInfLatVent	89	89	44
Brain-Right-Ventricles-RLatVent	42	42	44
Brain-Left-Ventricles-LLatVent	40	40	45
Brain-Left-CerebralCortex-LCerebWM	39	39	45
Brain-Left-Ventricles-LInfLatVent	88	88	45
Brain-Right-CerebralCortex-RCerebWM	41	41	45
Brain-Right-Ventricles-RInfLatVent	89	89	45
Brain-Right-Ventricles-RLatVent	42	42	45
Brain-UniLateral-Ventricles-CSF	93	93	45
Brain-Right-Cerebellum-RCerebellCtx	3	3	46
Brain-Left-Cerebellum-LCerebellCtx	1	1	46
Brain-Left-Cerebellum-LCerebellWM	2	2	46
Brain-Right-Cerebellum-RCerebellWM	4	4	46
Brain-UniLateral-BrainStem-BrainStem	5	5	46
Brain-Right-Cerebellum-RCerebellWM	4	4	47
Brain-Left-Cerebellum-LCerebellCtx	1	1	47
Brain-Left-Cerebellum-LCerebellWM	2	2	47
Brain-Right-Cerebellum-RCerebellCtx	3	3	47
Brain-UniLateral-BrainStem-BrainStem	5	5	47
Brain-Right-CerebralCortex-RCerebCtx	24	24	48
Brain-Left-CerebralCortex-LCerebCtx	6	6	48
Brain-Left-Cingulate-LIsthmCing	7	7	48
Brain-Left-FrontalLobe-LCaudMidFrontal	8	8	48
Brain-Left-FrontalLobe-LRostMidFrontal	9	9	48
Brain-Left-FrontalLobe-LSupFrontal	10	10	48
Brain-Left-OccipitalLobe-LLatOccipital	11	11	48
Brain-Left-ParietalLobe-LInfParietal	12	12	48
Brain-Left-ParietalLobe-LPrecuneus	13	13	48
Brain-Left-ParietalLobe-LSupParietal	14	14	48
Brain-Left-ParietalLobe-LSupramarg	15	15	48
Brain-Left-TemporalLobe-LBanksSTS	18	18	48
Brain-Left-TemporalLobe-LFusiform	19	19	48
Brain-Left-TemporalLobe-LInfTemporal	20	20	48
Brain-Left-TemporalLobe-LLingual	21	21	48
Brain-Left-TemporalLobe-LMidTemporal	22	22	48
Brain-Left-TemporalLobe-LSupTemporal	23	23	48
Brain-Right-FrontalLobe-RCaudMidFrontal	25	25	48
Brain-Right-FrontalLobe-RRostMidFrontal	26	26	48
Brain-Right-FrontalLobe-RSupFrontal	27	27	48
Brain-Right-OccipitalLobe-RLatOccipital	28	28	48
Brain-Right-ParietalLobe-RInfParietal	29	29	48
Brain-Right-ParietalLobe-RPrecuneus	30	30	48
Brain-Right-ParietalLobe-RSupParietal	31	31	48
Brain-Right-ParietalLobe-RSupramarg	32	32	48
Brain-Right-SensoryMotorCortex-RPostcentral	64	64	48
Brain-Right-SubcTemporal-RAmygVol	85	85	48
Brain-Right-SubcTemporal-RHippVol	33	33	48
Brain-Right-TemporalLobe-RBanksSTS	34	34	48
Brain-Right-TemporalLobe-RFusiform	35	35	48
Brain-Right-TemporalLobe-RInfTemporal	36	36	48
Brain-Right-TemporalLobe-RMidTemporal	37	37	48
Brain-Right-TemporalLobe-RSupTemporal	38	38	48
Brain-Right-CerebralCortex-RCerebWM	41	41	49
Brain-Left-CerebralCortex-LCerebWM	39	39	49
Brain-Left-Ventricles-LLatVent	40	40	49
Brain-Right-SubcTemporal-RHippVol	33	33	49
Brain-Right-Ventricles-RLatVent	42	42	49
Brain-UniLateral-CorpusCollosum-CC_Cent	43	43	49
Brain-UniLateral-CorpusCollosum-CC_MidAnt	44	44	49
Brain-UniLateral-CorpusCollosum-CC_MidPost	45	45	49
Brain-Right-Cingulate-RCaudAntCing	94	94	50
Brain-Right-Cingulate-RRostAntCing	95	95	50
Brain-Right-Cingulate-RIsthmCing	55	55	51
Brain-Left-Cingulate-LIsthmCing	7	7	51
Brain-Left-Cingulate-LPostCing	48	48	51
Brain-Left-FrontalLobe-LCaudMidFrontal	8	8	51
Brain-Left-FrontalLobe-LSupFrontal	10	10	51
Brain-Left-ParietalLobe-LInfParietal	12	12	51
Brain-Left-ParietalLobe-LSupramarg	15	15	51
Brain-Left-TemporalLobe-LFusiform	19	19	51
Brain-Left-TemporalLobe-LInfTemporal	20	20	51
Brain-Right-Cingulate-RPostCing	56	56	51
Brain-Right-FrontalLobe-RCaudMidFrontal	25	25	51
Brain-Right-FrontalLobe-RRostMidFrontal	26	26	51
Brain-Right-FrontalLobe-RSupFrontal	27	27	51
Brain-Right-ParietalLobe-RInfParietal	29	29	51
Brain-Right-ParietalLobe-RPrecuneus	30	30	51
Brain-Right-ParietalLobe-RSupramarg	32	32	51
Brain-Right-TemporalLobe-RBanksSTS	34	34	51
Brain-Right-TemporalLobe-RFusiform	35	35	51
Brain-Right-TemporalLobe-RInfTemporal	36	36	51
Brain-Right-TemporalLobe-RMidTemporal	37	37	51
Brain-Right-TemporalLobe-RSupTemporal	38	38	51
Brain-Right-Cingulate-RPostCing	56	56	52
Brain-Left-Cingulate-LIsthmCing	7	7	52
Brain-Left-Cingulate-LPostCing	48	48	52
Brain-Left-FrontalLobe-LParsOrb	51	51	52
Brain-Left-FrontalLobe-LRostMidFrontal	9	9	52
Brain-Left-FrontalLobe-LSupFrontal	10	10	52
Brain-Left-ParietalLobe-LSupramarg	15	15	52
Brain-Right-Cingulate-RIsthmCing	55	55	52
Brain-Right-FrontalLobe-RCaudMidFrontal	25	25	52
Brain-Right-FrontalLobe-RLatOrbFrontal	57	57	52
Brain-Right-FrontalLobe-RParsOper	58	58	52
Brain-Right-FrontalLobe-RParsTriang	59	59	52
Brain-Right-FrontalLobe-RRostMidFrontal	26	26	52
Brain-Right-FrontalLobe-RSupFrontal	27	27	52
Brain-Right-ParietalLobe-RInfParietal	29	29	52
Brain-Right-ParietalLobe-RPrecuneus	30	30	52
Brain-Right-ParietalLobe-RSupramarg	32	32	52
Brain-Right-TemporalLobe-RFusiform	35	35	52
Brain-Right-TemporalLobe-RMidTemporal	37	37	52
Brain-Right-TemporalLobe-RSupTemporal	38	38	52
Brain-Right-Cingulate-RRostAntCing	95	95	53
Brain-Right-Cingulate-RCaudAntCing	94	94	53
Brain-Right-FrontalLobe-RCaudMidFrontal	25	25	54
Brain-Left-CerebralCortex-LCerebCtx	6	6	54
Brain-Left-Cingulate-LIsthmCing	7	7	54
Brain-Left-FrontalLobe-LCaudMidFrontal	8	8	54
Brain-Left-FrontalLobe-LParsOper	50	50	54
Brain-Left-FrontalLobe-LParsTriang	52	52	54
Brain-Left-FrontalLobe-LRostMidFrontal	9	9	54
Brain-Left-FrontalLobe-LSupFrontal	10	10	54
Brain-Left-OccipitalLobe-LLatOccipital	11	11	54
Brain-Left-ParietalLobe-LInfParietal	12	12	54
Brain-Left-ParietalLobe-LPrecuneus	13	13	54
Brain-Left-ParietalLobe-LSupParietal	14	14	54
Brain-Left-ParietalLobe-LSupramarg	15	15	54
Brain-Left-SensoryMotorCortex-LParacentral	53	53	54
Brain-Left-SensoryMotorCortex-LPostcentral	16	16	54
Brain-Left-SensoryMotorCortex-LPrecentral	54	54	54
Brain-Left-TemporalLobe-LBanksSTS	18	18	54
Brain-Left-TemporalLobe-LFusiform	19	19	54
Brain-Left-TemporalLobe-LInfTemporal	20	20	54
Brain-Left-TemporalLobe-LMidTemporal	22	22	54
Brain-Left-TemporalLobe-LSupTemporal	23	23	54
Brain-Right-CerebralCortex-RCerebCtx	24	24	54
Brain-Right-Cingulate-RIsthmCing	55	55	54
Brain-Right-Cingulate-RPostCing	56	56	54
Brain-Right-FrontalLobe-RLatOrbFrontal	57	57	54
Brain-Right-FrontalLobe-RParsOper	58	58	54
Brain-Right-FrontalLobe-RParsTriang	59	59	54
Brain-Right-FrontalLobe-RRostMidFrontal	26	26	54
Brain-Right-FrontalLobe-RSupFrontal	27	27	54
Brain-Right-OccipitalLobe-RLatOccipital	28	28	54
Brain-Right-ParietalLobe-RInfParietal	29	29	54
Brain-Right-ParietalLobe-RPrecuneus	30	30	54
Brain-Right-ParietalLobe-RSupParietal	31	31	54
Brain-Right-ParietalLobe-RSupramarg	32	32	54
Brain-Right-SensoryMotorCortex-RParacentral	63	63	54
Brain-Right-SensoryMotorCortex-RPostcentral	64	64	54
Brain-Right-SensoryMotorCortex-RPrecentral	60	60	54
Brain-Right-TemporalLobe-RBanksSTS	34	34	54
Brain-Right-TemporalLobe-RFusiform	35	35	54
Brain-Right-TemporalLobe-RInfTemporal	36	36	54
Brain-Right-TemporalLobe-RMidTemporal	37	37	54
Brain-Right-TemporalLobe-RSupTemporal	38	38	54
Brain-Right-FrontalLobe-RFrontalPole	66	66	55
Brain-Left-FrontalLobe-LFrontalPole	65	65	55
Brain-Left-FrontalLobe-LRostMidFrontal	9	9	55
Brain-Left-FrontalLobe-LSupFrontal	10	10	55
Brain-Right-FrontalLobe-RMedOrbFrontal	67	67	55
Brain-Right-FrontalLobe-RRostMidFrontal	26	26	55
Brain-Right-FrontalLobe-RSupFrontal	27	27	55
Brain-Right-FrontalLobe-RLatOrbFrontal	57	57	56
Brain-Left-Cingulate-LIsthmCing	7	7	56
Brain-Left-FrontalLobe-LLatOrbFrontal	49	49	56
Brain-Left-FrontalLobe-LMedOrbFrontal	61	61	56
Brain-Left-FrontalLobe-LParsOper	50	50	56
Brain-Left-FrontalLobe-LParsOrb	51	51	56
Brain-Left-FrontalLobe-LParsTriang	52	52	56
Brain-Left-FrontalLobe-LRostMidFrontal	9	9	56
Brain-Left-FrontalLobe-LSupFrontal	10	10	56
Brain-Left-ParietalLobe-LSupramarg	15	15	56
Brain-Left-TemporalLobe-LFusiform	19	19	56
Brain-Left-TemporalLobe-LInfTemporal	20	20	56
Brain-Left-TemporalLobe-LMidTemporal	22	22	56
Brain-Left-TemporalLobe-LSupTemporal	23	23	56
Brain-Right-Cingulate-RPostCing	56	56	56
Brain-Right-FrontalLobe-RCaudMidFrontal	25	25	56
Brain-Right-FrontalLobe-RMedOrbFrontal	67	67	56
Brain-Right-FrontalLobe-RParsOper	58	58	56
Brain-Right-FrontalLobe-RParsOrb	68	68	56
Brain-Right-FrontalLobe-RParsTriang	59	59	56
Brain-Right-FrontalLobe-RRostMidFrontal	26	26	56
Brain-Right-FrontalLobe-RSupFrontal	27	27	56
Brain-Right-ParietalLobe-RSupramarg	32	32	56
Brain-Right-TemporalLobe-RFusiform	35	35	56
Brain-Right-TemporalLobe-RInfTemporal	36	36	56
Brain-Right-TemporalLobe-RMidTemporal	37	37	56
Brain-Right-TemporalLobe-RSupTemporal	38	38	56
Brain-Right-TemporalLobe-RTemporalPole	87	87	56
Brain-Right-FrontalLobe-RMedOrbFrontal	67	67	57
Brain-Left-FrontalLobe-LLatOrbFrontal	49	49	57
Brain-Left-FrontalLobe-LMedOrbFrontal	61	61	57
Brain-Left-FrontalLobe-LParsOper	50	50	57
Brain-Left-FrontalLobe-LParsOrb	51	51	57
Brain-Left-FrontalLobe-LParsTriang	52	52	57
Brain-Left-FrontalLobe-LRostMidFrontal	9	9	57
Brain-Left-FrontalLobe-LSupFrontal	10	10	57
Brain-Left-TemporalLobe-LFusiform	19	19	57
Brain-Left-TemporalLobe-LInfTemporal	20	20	57
Brain-Left-TemporalLobe-LSupTemporal	23	23	57
Brain-Right-FrontalLobe-RFrontalPole	66	66	57
Brain-Right-FrontalLobe-RLatOrbFrontal	57	57	57
Brain-Right-FrontalLobe-RParsOrb	68	68	57
Brain-Right-FrontalLobe-RParsTriang	59	59	57
Brain-Right-FrontalLobe-RRostMidFrontal	26	26	57
Brain-Right-FrontalLobe-RSupFrontal	27	27	57
Brain-Right-TemporalLobe-RInfTemporal	36	36	57
Brain-Right-TemporalLobe-RMidTemporal	37	37	57
Brain-Right-TemporalLobe-RSupTemporal	38	38	57
Brain-Right-FrontalLobe-RParsOper	58	58	58
Brain-Left-Cingulate-LIsthmCing	7	7	58
Brain-Left-FrontalLobe-LCaudMidFrontal	8	8	58
Brain-Left-FrontalLobe-LLatOrbFrontal	49	49	58
Brain-Left-FrontalLobe-LParsOper	50	50	58
Brain-Left-FrontalLobe-LParsTriang	52	52	58
Brain-Left-FrontalLobe-LRostMidFrontal	9	9	58
Brain-Left-FrontalLobe-LSupFrontal	10	10	58
Brain-Left-ParietalLobe-LInfParietal	12	12	58
Brain-Left-ParietalLobe-LPrecuneus	13	13	58
Brain-Left-ParietalLobe-LSupramarg	15	15	58
Brain-Left-SensoryMotorCortex-LParacentral	53	53	58
Brain-Left-SensoryMotorCortex-LPrecentral	54	54	58
Brain-Left-TemporalLobe-LFusiform	19	19	58
Brain-Left-TemporalLobe-LInfTemporal	20	20	58
Brain-Left-TemporalLobe-LMidTemporal	22	22	58
Brain-Left-TemporalLobe-LSupTemporal	23	23	58
Brain-Right-Cingulate-RPostCing	56	56	58
Brain-Right-FrontalLobe-RCaudMidFrontal	25	25	58
Brain-Right-FrontalLobe-RLatOrbFrontal	57	57	58
Brain-Right-FrontalLobe-RParsOrb	68	68	58
Brain-Right-FrontalLobe-RParsTriang	59	59	58
Brain-Right-FrontalLobe-RRostMidFrontal	26	26	58
Brain-Right-FrontalLobe-RSupFrontal	27	27	58
Brain-Right-ParietalLobe-RInfParietal	29	29	58
Brain-Right-ParietalLobe-RPrecuneus	30	30	58
Brain-Right-ParietalLobe-RSupParietal	31	31	58
Brain-Right-ParietalLobe-RSupramarg	32	32	58
Brain-Right-SensoryMotorCortex-RParacentral	63	63	58
Brain-Right-SensoryMotorCortex-RPrecentral	60	60	58
Brain-Right-TemporalLobe-RBanksSTS	34	34	58
Brain-Right-TemporalLobe-RFusiform	35	35	58
Brain-Right-TemporalLobe-RInfTemporal	36	36	58
Brain-Right-TemporalLobe-RMidTemporal	37	37	58
Brain-Right-TemporalLobe-RSupTemporal	38	38	58
Brain-Right-FrontalLobe-RParsOrb	68	68	59
Brain-Left-FrontalLobe-LLatOrbFrontal	49	49	59
Brain-Left-FrontalLobe-LParsOper	50	50	59
Brain-Left-FrontalLobe-LParsOrb	51	51	59
Brain-Left-FrontalLobe-LRostMidFrontal	9	9	59
Brain-Left-FrontalLobe-LSupFrontal	10	10	59
Brain-Left-ParietalLobe-LSupramarg	15	15	59
Brain-Right-FrontalLobe-RLatOrbFrontal	57	57	59
Brain-Right-FrontalLobe-RMedOrbFrontal	67	67	59
Brain-Right-FrontalLobe-RParsOper	58	58	59
Brain-Right-FrontalLobe-RParsTriang	59	59	59
Brain-Right-FrontalLobe-RRostMidFrontal	26	26	59
Brain-Right-FrontalLobe-RSupFrontal	27	27	59
Brain-Right-ParietalLobe-RSupramarg	32	32	59
Brain-Right-TemporalLobe-RMidTemporal	37	37	59
Brain-Right-FrontalLobe-RParsTriang	59	59	60
Brain-Left-Cingulate-LIsthmCing	7	7	60
Brain-Left-FrontalLobe-LCaudMidFrontal	8	8	60
Brain-Left-FrontalLobe-LLatOrbFrontal	49	49	60
Brain-Left-FrontalLobe-LParsOper	50	50	60
Brain-Left-FrontalLobe-LParsOrb	51	51	60
Brain-Left-FrontalLobe-LParsTriang	52	52	60
Brain-Left-FrontalLobe-LRostMidFrontal	9	9	60
Brain-Left-FrontalLobe-LSupFrontal	10	10	60
Brain-Left-ParietalLobe-LInfParietal	12	12	60
Brain-Left-ParietalLobe-LPrecuneus	13	13	60
Brain-Left-ParietalLobe-LSupramarg	15	15	60
Brain-Left-SensoryMotorCortex-LParacentral	53	53	60
Brain-Left-SensoryMotorCortex-LPrecentral	54	54	60
Brain-Left-TemporalLobe-LFusiform	19	19	60
Brain-Left-TemporalLobe-LInfTemporal	20	20	60
Brain-Left-TemporalLobe-LMidTemporal	22	22	60
Brain-Left-TemporalLobe-LSupTemporal	23	23	60
Brain-Right-Cingulate-RPostCing	56	56	60
Brain-Right-FrontalLobe-RCaudMidFrontal	25	25	60
Brain-Right-FrontalLobe-RLatOrbFrontal	57	57	60
Brain-Right-FrontalLobe-RMedOrbFrontal	67	67	60
Brain-Right-FrontalLobe-RParsOper	58	58	60
Brain-Right-FrontalLobe-RParsOrb	68	68	60
Brain-Right-FrontalLobe-RRostMidFrontal	26	26	60
Brain-Right-FrontalLobe-RSupFrontal	27	27	60
Brain-Right-ParietalLobe-RInfParietal	29	29	60
Brain-Right-ParietalLobe-RPrecuneus	30	30	60
Brain-Right-ParietalLobe-RSupramarg	32	32	60
Brain-Right-SensoryMotorCortex-RParacentral	63	63	60
Brain-Right-SensoryMotorCortex-RPostcentral	64	64	60
Brain-Right-SensoryMotorCortex-RPrecentral	60	60	60
Brain-Right-TemporalLobe-RBanksSTS	34	34	60
Brain-Right-TemporalLobe-RFusiform	35	35	60
Brain-Right-TemporalLobe-RInfTemporal	36	36	60
Brain-Right-TemporalLobe-RMidTemporal	37	37	60
Brain-Right-TemporalLobe-RSupTemporal	38	38	60
Brain-Right-FrontalLobe-RRostMidFrontal	26	26	61
Brain-Left-CerebralCortex-LCerebCtx	6	6	61
Brain-Left-Cingulate-LIsthmCing	7	7	61
Brain-Left-Cingulate-LPostCing	48	48	61
Brain-Left-FrontalLobe-LCaudMidFrontal	8	8	61
Brain-Left-FrontalLobe-LLatOrbFrontal	49	49	61
Brain-Left-FrontalLobe-LParsOper	50	50	61
Brain-Left-FrontalLobe-LParsOrb	51	51	61
Brain-Left-FrontalLobe-LParsTriang	52	52	61
Brain-Left-FrontalLobe-LRostMidFrontal	9	9	61
Brain-Left-FrontalLobe-LSupFrontal	10	10	61
Brain-Left-OccipitalLobe-LLatOccipital	11	11	61
Brain-Left-ParietalLobe-LInfParietal	12	12	61
Brain-Left-ParietalLobe-LPrecuneus	13	13	61
Brain-Left-ParietalLobe-LSupParietal	14	14	61
Brain-Left-ParietalLobe-LSupramarg	15	15	61
Brain-Left-SensoryMotorCortex-LParacentral	53	53	61
Brain-Left-SensoryMotorCortex-LPostcentral	16	16	61
Brain-Left-SensoryMotorCortex-LPrecentral	54	54	61
Brain-Left-TemporalLobe-LBanksSTS	18	18	61
Brain-Left-TemporalLobe-LFusiform	19	19	61
Brain-Left-TemporalLobe-LInfTemporal	20	20	61
Brain-Left-TemporalLobe-LMidTemporal	22	22	61
Brain-Left-TemporalLobe-LSupTemporal	23	23	61
Brain-Right-CerebralCortex-RCerebCtx	24	24	61
Brain-Right-Cingulate-RIsthmCing	55	55	61
Brain-Right-Cingulate-RPostCing	56	56	61
Brain-Right-FrontalLobe-RCaudMidFrontal	25	25	61
Brain-Right-FrontalLobe-RFrontalPole	66	66	61
Brain-Right-FrontalLobe-RLatOrbFrontal	57	57	61
Brain-Right-FrontalLobe-RMedOrbFrontal	67	67	61
Brain-Right-FrontalLobe-RParsOper	58	58	61
Brain-Right-FrontalLobe-RParsOrb	68	68	61
Brain-Right-FrontalLobe-RParsTriang	59	59	61
Brain-Right-FrontalLobe-RSupFrontal	27	27	61
Brain-Right-OccipitalLobe-RLatOccipital	28	28	61
Brain-Right-ParietalLobe-RInfParietal	29	29	61
Brain-Right-ParietalLobe-RPrecuneus	30	30	61
Brain-Right-ParietalLobe-RSupParietal	31	31	61
Brain-Right-ParietalLobe-RSupramarg	32	32	61
Brain-Right-SensoryMotorCortex-RParacentral	63	63	61
Brain-Right-SensoryMotorCortex-RPostcentral	64	64	61
Brain-Right-SensoryMotorCortex-RPrecentral	60	60	61
Brain-Right-TemporalLobe-RBanksSTS	34	34	61
Brain-Right-TemporalLobe-RFusiform	35	35	61
Brain-Right-TemporalLobe-RInfTemporal	36	36	61
Brain-Right-TemporalLobe-RMidTemporal	37	37	61
Brain-Right-TemporalLobe-RSupTemporal	38	38	61
Brain-Right-FrontalLobe-RSupFrontal	27	27	62
Brain-Left-CerebralCortex-LCerebCtx	6	6	62
Brain-Left-Cingulate-LIsthmCing	7	7	62
Brain-Left-Cingulate-LPostCing	48	48	62
Brain-Left-FrontalLobe-LCaudMidFrontal	8	8	62
Brain-Left-FrontalLobe-LLatOrbFrontal	49	49	62
Brain-Left-FrontalLobe-LParsOper	50	50	62
Brain-Left-FrontalLobe-LParsOrb	51	51	62
Brain-Left-FrontalLobe-LParsTriang	52	52	62
Brain-Left-FrontalLobe-LRostMidFrontal	9	9	62
Brain-Left-FrontalLobe-LSupFrontal	10	10	62
Brain-Left-OccipitalLobe-LLatOccipital	11	11	62
Brain-Left-ParietalLobe-LInfParietal	12	12	62
Brain-Left-ParietalLobe-LPrecuneus	13	13	62
Brain-Left-ParietalLobe-LSupParietal	14	14	62
Brain-Left-ParietalLobe-LSupramarg	15	15	62
Brain-Left-SensoryMotorCortex-LParacentral	53	53	62
Brain-Left-SensoryMotorCortex-LPostcentral	16	16	62
Brain-Left-SensoryMotorCortex-LPrecentral	54	54	62
Brain-Left-TemporalLobe-LBanksSTS	18	18	62
Brain-Left-TemporalLobe-LFusiform	19	19	62
Brain-Left-TemporalLobe-LInfTemporal	20	20	62
Brain-Left-TemporalLobe-LMidTemporal	22	22	62
Brain-Left-TemporalLobe-LSupTemporal	23	23	62
Brain-Left-TemporalLobe-LTransvTemporal	62	62	62
Brain-Right-CerebralCortex-RCerebCtx	24	24	62
Brain-Right-Cingulate-RIsthmCing	55	55	62
Brain-Right-Cingulate-RPostCing	56	56	62
Brain-Right-FrontalLobe-RCaudMidFrontal	25	25	62
Brain-Right-FrontalLobe-RFrontalPole	66	66	62
Brain-Right-FrontalLobe-RLatOrbFrontal	57	57	62
Brain-Right-FrontalLobe-RMedOrbFrontal	67	67	62
Brain-Right-FrontalLobe-RParsOper	58	58	62
Brain-Right-FrontalLobe-RParsOrb	68	68	62
Brain-Right-FrontalLobe-RParsTriang	59	59	62
Brain-Right-FrontalLobe-RRostMidFrontal	26	26	62
Brain-Right-OccipitalLobe-RLatOccipital	28	28	62
Brain-Right-ParietalLobe-RInfParietal	29	29	62
Brain-Right-ParietalLobe-RPrecuneus	30	30	62
Brain-Right-ParietalLobe-RSupParietal	31	31	62
Brain-Right-ParietalLobe-RSupramarg	32	32	62
Brain-Right-SensoryMotorCortex-RParacentral	63	63	62
Brain-Right-SensoryMotorCortex-RPostcentral	64	64	62
Brain-Right-SensoryMotorCortex-RPrecentral	60	60	62
Brain-Right-TemporalLobe-RBanksSTS	34	34	62
Brain-Right-TemporalLobe-RFusiform	35	35	62
Brain-Right-TemporalLobe-RInfTemporal	36	36	62
Brain-Right-TemporalLobe-RMidTemporal	37	37	62
Brain-Right-TemporalLobe-RSupTemporal	38	38	62
Brain-Right-OccipitalLobe-RCuneus	71	71	63
Brain-Left-OccipitalLobe-LCuneus	69	69	63
Brain-Left-OccipitalLobe-LLatOccipital	11	11	63
Brain-Left-ParietalLobe-LPrecuneus	13	13	63
Brain-Left-ParietalLobe-LSupParietal	14	14	63
Brain-Right-OccipitalLobe-RLatOccipital	28	28	63
Brain-Right-ParietalLobe-RPrecuneus	30	30	63
Brain-Right-ParietalLobe-RSupParietal	31	31	63
Brain-Right-SensoryMotorCortex-RParacentral	63	63	63
Brain-Right-TemporalLobe-RLingual	72	72	63
Brain-Right-OccipitalLobe-RLatOccipital	28	28	64
Brain-Left-CerebralCortex-LCerebCtx	6	6	64
Brain-Left-FrontalLobe-LCaudMidFrontal	8	8	64
Brain-Left-FrontalLobe-LSupFrontal	10	10	64
Brain-Left-OccipitalLobe-LCuneus	69	69	64
Brain-Left-OccipitalLobe-LLatOccipital	11	11	64
Brain-Left-ParietalLobe-LInfParietal	12	12	64
Brain-Left-ParietalLobe-LPrecuneus	13	13	64
Brain-Left-ParietalLobe-LSupParietal	14	14	64
Brain-Left-ParietalLobe-LSupramarg	15	15	64
Brain-Left-SensoryMotorCortex-LParacentral	53	53	64
Brain-Left-SensoryMotorCortex-LPostcentral	16	16	64
Brain-Left-SensoryMotorCortex-LPrecentral	54	54	64
Brain-Left-TemporalLobe-LBanksSTS	18	18	64
Brain-Left-TemporalLobe-LFusiform	19	19	64
Brain-Left-TemporalLobe-LInfTemporal	20	20	64
Brain-Left-TemporalLobe-LLingual	21	21	64
Brain-Left-TemporalLobe-LMidTemporal	22	22	64
Brain-Right-CerebralCortex-RCerebCtx	24	24	64
Brain-Right-FrontalLobe-RCaudMidFrontal	25	25	64
Brain-Right-FrontalLobe-RRostMidFrontal	26	26	64
Brain-Right-FrontalLobe-RSupFrontal	27	27	64
